example_id                                                           | status  | run_time        |
./spec/models/nsb/square/gateway_spec.rb[1:5:2]                      | passed  | 0.04218 seconds |
./spec/models/nsb/square/gateway_spec.rb[1:5:3]                      | passed  | 0.14254 seconds |
./spec/models/nsb/square/gateway_spec.rb[1:5:4]                      | passed  | 0.0263 seconds  |
./spec/models/nsb/square/gateway_spec.rb[1:6:1]                      | passed  | 0.30962 seconds |
./spec/models/nsb/square/gateway_spec.rb[1:6:2]                      | passed  | 0.0125 seconds  |
./spec/models/nsb/square/gateway_spec.rb[1:7:1]                      | passed  | 0.38375 seconds |
./spec/models/nsb/square/gateway_spec.rb[1:7:2]                      | passed  | 0.07222 seconds |
./spec/models/nsb/square/gateway_spec.rb[1:7:3]                      | passed  | 0.03834 seconds |
./spec/models/nsb/us_states_spec.rb[1:1]                             | passed  | 0.01973 seconds |
./spec/models/nsb/us_states_spec.rb[1:2]                             | passed  | 0.02864 seconds |
./spec/models/nsb/us_states_spec.rb[1:3]                             | passed  | 0.2508 seconds  |
./spec/models/nsb/us_states_spec.rb[1:4]                             | passed  | 0.03803 seconds |
./spec/models/order_confirmation_delivery_spec.rb[1:1]               | passed  | 1.46 seconds    |
./spec/models/order_confirmation_delivery_spec.rb[1:2]               | passed  | 4 seconds       |
./spec/models/order_confirmation_delivery_spec.rb[1:3]               | passed  | 14.14 seconds   |
./spec/models/spree/payment_method/square_credit_card_spec.rb[1:1:1] | passed  | 14.24 seconds   |
./spec/models/spree/payment_method/square_credit_card_spec.rb[1:2:1] | passed  | 7.04 seconds    |
./spec/models/spree/payment_method/square_credit_card_spec.rb[1:2:2] | passed  | 6.35 seconds    |
./spec/models/spree/payment_method/square_credit_card_spec.rb[1:2:3] | passed  | 14.88 seconds   |
./spec/models/spree/payment_method/square_credit_card_spec.rb[1:3:1] | passed  | 7.28 seconds    |
./spec/models/spree/payment_method/square_credit_card_spec.rb[1:3:2] | passed  | 9.09 seconds    |
./spec/models/spree/payment_method/square_credit_card_spec.rb[1:4:1] | passed  | 18.83 seconds   |
./spec/models/spree/payment_method/square_credit_card_spec.rb[1:5:1] | passed  | 8.62 seconds    |
./spec/models/spree/payment_method/square_credit_card_spec.rb[1:5:2] | passed  | 3.78 seconds    |
./spec/models/spree/payment_method/square_credit_card_spec.rb[1:5:3] | passed  | 5.21 seconds    |
./spec/requests/admin_wholesale_applications_spec.rb[1:1:1]          | passed  | 5.33 seconds    |
./spec/requests/admin_wholesale_applications_spec.rb[1:1:2]          | passed  | 3.09 seconds    |
./spec/requests/admin_wholesale_applications_spec.rb[1:1:3]          | passed  | 2.25 seconds    |
./spec/requests/admin_wholesale_applications_spec.rb[1:1:4]          | passed  | 0.53522 seconds |
./spec/requests/admin_wholesale_applications_spec.rb[1:2:1]          | passed  | 0.49876 seconds |
./spec/requests/admin_wholesale_applications_spec.rb[1:2:2]          | passed  | 0.36425 seconds |
./spec/requests/cart_line_items_ability_spec.rb[1:1:1:1]             | passed  | 1.27 seconds    |
./spec/requests/cart_line_items_spec.rb[1:1:1]                       | passed  | 5.56 seconds    |
./spec/requests/cart_line_items_spec.rb[1:1:2:1]                     | passed  | 1.88 seconds    |
./spec/requests/cart_line_items_spec.rb[1:1:2:2:1]                   | passed  | 0.85404 seconds |
./spec/requests/cart_line_items_spec.rb[1:1:2:3:1]                   | passed  | 2.12 seconds    |
./spec/requests/cart_line_items_spec.rb[1:1:2:4:1]                   | passed  | 0.77848 seconds |
./spec/requests/carts_ability_spec.rb[1:1:1:1]                       | passed  | 0.62929 seconds |
./spec/requests/carts_ability_spec.rb[1:1:2:1]                       | passed  | 2.5 seconds     |
./spec/requests/carts_ability_spec.rb[1:1:3:1]                       | passed  | 1.36 seconds    |
./spec/requests/carts_spec.rb[1:1:1:1]                               | passed  | 1.83 seconds    |
./spec/requests/carts_spec.rb[1:1:2:1]                               | passed  | 1.75 seconds    |
